inflected_form	lemma	pos
vaults'	vault	noun
vcr	vcr	noun
vcr's	vcr	noun
vcrs	vcr	noun
vcrs'	vcr	noun
veal	veal	noun
veal's	veal	noun
vector	vector	noun
vector's	vector	noun
vectors	vector	noun
vectors'	vector	noun
veda	veda	noun
veda's	veda	noun
vedanta	vedanta	noun
vedanta's	vedanta	noun
vedantas	vedanta	noun
vedantas'	vedanta	noun
vedas	veda	noun
vedas'	veda	noun
vedic	vedic	adjective
vedicer	vedic	adjective
vedicest	vedic	adjective
veer	veer	verb
veered	veer	verb
veering	veer	verb
veers	veer	verb
vega	vega	noun
vega's	vega	noun
vegan	vegan	adjective
vegan	vegan	noun
vegan's	vegan	noun
veganer	vegan	adjective
veganest	vegan	adjective
vegans	vegan	noun
vegans'	vegan	noun
vegas	vega	noun
vegas'	vega	noun
vegetable	vegetable	noun
vegetable's	vegetable	noun
vegetables	vegetable	noun
vegetables'	vegetable	noun
vegetarian	vegetarian	adjective
vegetarian	vegetarian	noun
vegetarian's	vegetarian	noun
vegetarianer	vegetarian	adjective
vegetarianest	vegetarian	adjective
vegetarianism	vegetarianism	noun
vegetarianism's	vegetarianism	noun
vegetarians	vegetarian	noun
vegetarians'	vegetarian	noun
vegetation	vegetation	noun
vegetation's	vegetation	noun
vegetations	vegetation	noun
vegetations'	vegetation	noun
vegetative	vegetative	adjective
vegetativer	vegetative	adjective
vegetativest	vegetative	adjective
vehement	vehement	adjective
vehementer	vehement	adjective
vehementest	vehement	adjective
vehicle	vehicle	noun
vehicle's	vehicle	noun
vehicles	vehicle	noun
vehicles'	vehicle	noun
vehicular	vehicular	adjective
vehicularer	vehicular	adjective
vehicularest	vehicular	adjective
veil	veil	noun
veil	veil	verb
veil's	veil	noun
veiled	veil	verb
veiled	veiled	adjective
veileder	veiled	adjective
veiledest	veiled	adjective
veiling	veil	verb
veils	veil	noun
veils	veil	verb
veils'	veil	noun
vein	vein	noun
vein's	vein	noun
veined	veined	adjective
veineder	veined	adjective
veinedest	veined	adjective
veins	vein	noun
veins'	vein	noun
velcro	velcro	noun
velcro's	velcro	noun
velcros	velcro	noun
velcros'	velcro	noun
velociraptor	velociraptor	noun
velociraptor's	velociraptor	noun
velociraptors	velociraptor	noun
velociraptors'	velociraptor	noun
velocities	velocity	noun
velocities'	velocity	noun
velocity	velocity	noun
velocity's	velocity	noun
velvet	velvet	adjective
velvet	velvet	noun
velvet's	velvet	noun
velvetier	velvety	adjective
velvetiest	velvety	adjective
velvets	velvet	noun
velvets'	velvet	noun
velvetter	velvet	adjective
velvettest	velvet	adjective
velvety	velvety	adjective
vendetta	vendetta	noun
vendetta's	vendetta	noun
vendettas	vendetta	noun
vendettas'	vendetta	noun
vending	vending	noun
vending's	vending	noun
vendings	vending	noun
vendings'	vending	noun
vendor	vendor	noun
vendor's	vendor	noun
vendors	vendor	noun
vendors'	vendor	noun
veneer	veneer	noun
veneer	veneer	verb
veneer's	veneer	noun
veneered	veneer	verb
veneering	veneer	verb
veneers	veneer	noun
veneers	veneer	verb
veneers'	veneer	noun
venerable	venerable	adjective
venerabler	venerable	adjective
venerablest	venerable	adjective
venerate	venerate	verb
venerated	venerate	verb
venerates	venerate	verb
venerating	venerate	verb
veneration	veneration	noun
veneration's	veneration	noun
venetian	venetian	adjective
venetian	venetian	noun
venetian's	venetian	noun
venetianer	venetian	adjective
venetianest	venetian	adjective
venetians	venetian	noun
venetians'	venetian	noun
venezuela	venezuela	noun
venezuela's	venezuela	noun
venezuelan	venezuelan	adjective
venezuelan	venezuelan	noun
venezuelan's	venezuelan	noun
venezuelaner	venezuelan	adjective
venezuelanest	venezuelan	adjective
venezuelans	venezuelan	noun
venezuelans'	venezuelan	noun
venezuelas	venezuela	noun
venezuelas'	venezuela	noun
vengeance	vengeance	noun
vengeance's	vengeance	noun
vengeful	vengeful	adjective
vengefuler	vengeful	adjective
vengefulest	vengeful	adjective
venice	venice	noun
venice's	venice	noun
venices	venice	noun
venices'	venice	noun
venison	venison	noun
venison's	venison	noun
venn	venn	noun
venn's	venn	noun
venns	venn	noun
venns'	venn	noun
venom	venom	noun
venom's	venom	noun
venomous	venomous	adjective
venomouser	venomous	adjective
venomousest	venomous	adjective
venoms	venom	noun
venoms'	venom	noun
vent	vent	noun
vent	vent	verb
vent's	vent	noun
vented	vent	verb
vented	vented	adjective
venteder	vented	adjective
ventedest	vented	adjective
ventilated	ventilated	adjective
ventilateder	ventilated	adjective
ventilatedest	ventilated	adjective
ventilation	ventilation	noun
ventilation's	ventilation	noun
ventilations	ventilation	noun
ventilations'	ventilation	noun
ventilator	ventilator	noun
ventilator's	ventilator	noun
ventilators	ventilator	noun
ventilators'	ventilator	noun
venting	vent	verb
venting	venting	noun
venting's	venting	noun
ventings	venting	noun
ventings'	venting	noun
ventricle	ventricle	noun
ventricle's	ventricle	noun
ventricles	ventricle	noun
ventricles'	ventricle	noun
ventriloquist	ventriloquist	noun
ventriloquist's	ventriloquist	noun
ventriloquists	ventriloquist	noun
ventriloquists'	ventriloquist	noun
vents	vent	noun
vents	vent	verb
vents'	vent	noun
venture	venture	noun
venture	venture	verb
venture's	venture	noun
ventured	venture	verb
ventures	venture	noun
ventures	venture	verb
ventures'	venture	noun
venturing	venture	verb
venue	venue	noun
venue's	venue	noun
venues	venue	noun
venues'	venue	noun
veracity	veracity	noun
veracity's	veracity	noun
veranda	veranda	noun
veranda's	veranda	noun
verandas	veranda	noun
verandas'	veranda	noun
verb	verb	noun
verb's	verb	noun
verbal	verbal	adjective
verballer	verbal	adjective
verballest	verbal	adjective
verbatim	verbatim	adjective
verbatimmer	verbatim	adjective
verbatimmest	verbatim	adjective
verbose	verbose	adjective
verboser	verbose	adjective
verbosest	verbose	adjective
verbs	verb	noun
verbs'	verb	noun
verdant	verdant	adjective
verdanter	verdant	adjective
verdantest	verdant	adjective
verdict	verdict	noun
verdict's	verdict	noun
verdicts	verdict	noun
verdicts'	verdict	noun
verdun	verdun	noun
verdun's	verdun	noun
verduns	verdun	noun
verduns'	verdun	noun
verge	verge	noun
verge	verge	verb
verge's	verge	noun
verged	verge	verb
verges	verge	noun
verges	verge	verb
verges'	verge	noun
vergil	vergil	noun
vergil's	vergil	noun
vergils	vergil	noun
vergils'	vergil	noun
verging	verge	verb
verier	very	adverb
veriest	very	adverb
verifiable	verifiable	adjective
verifiabler	verifiable	adjective
verifiablest	verifiable	adjective
verification	verification	noun
verification's	verification	noun
verifications	verification	noun
verifications'	verification	noun
verified	verified	adjective
verified	verify	verb
verifieder	verified	adjective
verifiedest	verified	adjective
verifier	verifier	noun
verifier's	verifier	noun
verifiers	verifier	noun
verifiers'	verifier	noun
verifies	verify	verb
verify	verify	verb
verifying	verify	verb
verifying	verifying	adjective
verifyinger	verifying	adjective
verifyingest	verifying	adjective
veritable	veritable	adjective
veritabler	veritable	adjective
veritablest	veritable	adjective
vermilion	vermilion	adjective
vermilion	vermilion	noun
vermilion's	vermilion	noun
vermilioner	vermilion	adjective
vermilionest	vermilion	adjective
vermilions	vermilion	noun
vermilions'	vermilion	noun
vermin	vermin	noun
vermin's	vermin	noun
vermont	vermont	noun
vermont's	vermont	noun
vermonts	vermont	noun
vermonts'	vermont	noun
vernacular	vernacular	adjective
vernacular	vernacular	noun
vernacular's	vernacular	noun
vernacularer	vernacular	adjective
vernacularest	vernacular	adjective
vernaculars	vernacular	noun
vernaculars'	vernacular	noun
vernier	vernier	noun
vernier's	vernier	noun
verniers	vernier	noun
verniers'	vernier	noun
verona	verona	noun
verona's	verona	noun
veronas	verona	noun
veronas'	verona	noun
versatile	versatile	adjective
versatiler	versatile	adjective
versatilest	versatile	adjective
versatilities	versatility	noun
versatilities'	versatility	noun
versatility	versatility	noun
versatility's	versatility	noun
verse	verse	noun
verse	verse	verb
verse's	verse	noun
versed	verse	verb
versed	versed	adjective
verseder	versed	adjective
versedest	versed	adjective
verses	verse	noun
verses	verse	verb
verses'	verse	noun
versing	verse	verb
version	version	noun
version's	version	noun
versions	version	noun
versions'	version	noun
vertebra	vertebra	noun
vertebra's	vertebra	noun
vertebrae	vertebra	noun
vertebrae's	vertebra	noun
vertebras	vertebra	noun
vertebras'	vertebra	noun
vertebrate	vertebrate	adjective
vertebrate	vertebrate	noun
vertebrate's	vertebrate	noun
vertebrater	vertebrate	adjective
vertebrates	vertebrate	noun
vertebrates'	vertebrate	noun
vertebratest	vertebrate	adjective
vertex	vertex	noun
vertex's	vertex	noun
vertexes	vertex	noun
vertexes'	vertex	noun
vertical	vertical	adjective
vertical	vertical	noun
vertical's	vertical	noun
verticaler	vertical	adjective
verticalest	vertical	adjective
verticals	vertical	noun
verticals'	vertical	noun
vertices	vertex	noun
vertices'	vertex	noun
vertigines	vertigo	noun
vertigines'	vertigo	noun
vertigo	vertigo	noun
vertigo's	vertigo	noun
vertigoes	vertigo	noun
vertigoes'	vertigo	noun
vertigos	vertigo	noun
vertigos'	vertigo	noun
verve	verve	noun
verve's	verve	noun
very	very	adverb
vespa	vespa	noun
vespa's	vespa	noun
vespas	vespa	noun
vespas'	vespa	noun
vesper	vesper	noun
vesper's	vesper	noun
vespers	vesper	noun
vespers'	vesper	noun
vessel	vessel	noun
vessel's	vessel	noun
vessels	vessel	noun
vessels'	vessel	noun
vest	vest	noun
vest	vest	verb
vest's	vest	noun
vesta	vesta	noun
vesta's	vesta	noun
vestas	vesta	noun
vestas'	vesta	noun
vested	vest	verb
vested	vested	adjective
vesteder	vested	adjective
vestedest	vested	adjective
vestibule	vestibule	noun
vestibule's	vestibule	noun
vestibules	vestibule	noun
vestibules'	vestibule	noun
vestige	vestige	noun
vestige's	vestige	noun
vestiges	vestige	noun
vestiges'	vestige	noun
vestigial	vestigial	adjective
vestigialer	vestigial	adjective
vestigialest	vestigial	adjective
vesting	vest	verb
vests	vest	noun
vests	vest	verb
vests'	vest	noun
vet	vet	noun
vet	vet	verb
vet's	vet	noun
veteran	veteran	adjective
veteran	veteran	noun
veteran's	veteran	noun
veteraner	veteran	adjective
veteranest	veteran	adjective
veterans	veteran	noun
veterans'	veteran	noun
veterinarian	veterinarian	noun
veterinarian's	veterinarian	noun
veterinarians	veterinarian	noun
veterinarians'	veterinarian	noun
veterinarier	veterinary	adjective
veterinaries	veterinary	noun
veterinaries'	veterinary	noun
veterinariest	veterinary	adjective
veterinary	veterinary	adjective
veterinary	veterinary	noun
veterinary's	veterinary	noun
veto	veto	noun
veto	veto	verb
veto's	veto	noun
vetoed	veto	verb
vetoes	veto	noun
vetoes	veto	verb
vetoes'	veto	noun
vetoing	veto	verb
vets	vet	noun
vets	vet	verb
vets'	vet	noun
vetted	vet	verb
vetting	vet	verb
vex	vex	verb
vexed	vex	verb
vexed	vexed	adjective
vexeder	vexed	adjective
vexedest	vexed	adjective
vexes	vex	verb
vexing	vex	verb
vfw	vfw	noun
vfw's	vfw	noun
vfws	vfw	noun
vfws'	vfw	noun
vhf	vhf	noun
vhf's	vhf	noun
vhfs	vhf	noun
vhfs'	vhf	noun
viabilities	viability	noun
viabilities'	viability	noun
viability	viability	noun
viability's	viability	noun
viable	viable	adjective
viabler	viable	adjective
viablest	viable	adjective
viaduct	viaduct	noun
viaduct's	viaduct	noun
viaducts	viaduct	noun
viaducts'	viaduct	noun
viagra	viagra	noun
viagra's	viagra	noun
viagras	viagra	noun
viagras'	viagra	noun
vial	vial	noun
vial's	vial	noun
vials	vial	noun
vials'	vial	noun
vibe	vibe	noun
vibe	vibe	verb
vibe's	vibe	noun
vibed	vibe	verb
vibes	vibe	noun
vibes	vibe	verb
vibes'	vibe	noun
vibing	vibe	verb
vibrancy	vibrancy	noun
vibrancy's	vibrancy	noun
vibrant	vibrant	adjective
vibranter	vibrant	adjective
vibrantest	vibrant	adjective
vibrate	vibrate	verb
vibrated	vibrate	verb
vibrates	vibrate	verb
vibrating	vibrate	verb
vibration	vibration	noun
vibration's	vibration	noun
vibrational	vibrational	adjective
vibrationaler	vibrational	adjective
vibrationalest	vibrational	adjective
vibrations	vibration	noun
vibrations'	vibration	noun
vibrator	vibrator	noun
vibrator's	vibrator	noun
vibrators	vibrator	noun
vibrators'	vibrator	noun
vicar	vicar	noun
vicar's	vicar	noun
vicarious	vicarious	adjective
vicariouser	vicarious	adjective
vicariousest	vicarious	adjective
vicars	vicar	noun
vicars'	vicar	noun
vice	vice	noun
vice's	vice	noun
vices	vice	noun
vices'	vice	noun
vichies	vichy	noun
vichies'	vichy	noun
vichy	vichy	noun
vichy's	vichy	noun
vicinities	vicinity	noun
vicinities'	vicinity	noun
vicinity	vicinity	noun
vicinity's	vicinity	noun
vicious	vicious	adjective
viciouser	vicious	adjective
viciousest	vicious	adjective
vicksburg	vicksburg	noun
vicksburg's	vicksburg	noun
vicksburgs	vicksburg	noun
vicksburgs'	vicksburg	noun
victim	victim	noun
victim's	victim	noun
victimization	victimization	noun
victimization's	victimization	noun
victimizations	victimization	noun
victimizations'	victimization	noun
victimized	victimized	adjective
victimizeder	victimized	adjective
victimizedest	victimized	adjective
victims	victim	noun
victims'	victim	noun
victor	victor	noun
victor's	victor	noun
victoria	victoria	noun
victoria's	victoria	noun
victorian	victorian	adjective
victorian	victorian	noun
victorian's	victorian	noun
victorianer	victorian	adjective
victorianest	victorian	adjective
victorians	victorian	noun
victorians'	victorian	noun
victorias	victoria	noun
victorias'	victoria	noun
victories	victory	noun
victories'	victory	noun
victorious	victorious	adjective
victoriouser	victorious	adjective
victoriousest	victorious	adjective
victors	victor	noun
victors'	victor	noun
victory	victory	noun
victory's	victory	noun
video	video	noun
video's	video	noun
videos	video	noun
videos'	video	noun
vie	vie	verb
vied	vie	verb
vienna	vienna	noun
vienna's	vienna	noun
viennas	vienna	noun
viennas'	vienna	noun
viennese	viennese	adjective
vienneser	viennese	adjective
viennesest	viennese	adjective
vies	vie	verb
vietnam	vietnam	noun
vietnam's	vietnam	noun
vietnamese	vietnamese	adjective
vietnamese	vietnamese	noun
vietnamese's	vietnamese	noun
vietnameser	vietnamese	adjective
vietnameses	vietnamese	noun
vietnameses'	vietnamese	noun
vietnamesest	vietnamese	adjective
vietnams	vietnam	noun
vietnams'	vietnam	noun
view	view	noun
view	view	verb
view's	view	noun
viewable	viewable	adjective
viewabler	viewable	adjective
viewablest	viewable	adjective
viewed	view	verb
viewer	viewer	noun
viewer's	viewer	noun
viewers	viewer	noun
viewers'	viewer	noun
viewfinder	viewfinder	noun
viewfinder's	viewfinder	noun
viewfinders	viewfinder	noun
viewfinders'	viewfinder	noun
viewing	view	verb
viewing	viewing	noun
viewing's	viewing	noun
viewings	viewing	noun
viewings'	viewing	noun
viewpoint	viewpoint	noun
viewpoint's	viewpoint	noun
viewpoints	viewpoint	noun
viewpoints'	viewpoint	noun
views	view	noun
views	view	verb
views'	view	noun
vigil	vigil	noun
vigil's	vigil	noun
vigilance	vigilance	noun
vigilance's	vigilance	noun
vigilant	vigilant	adjective
vigilante	vigilante	noun
vigilante's	vigilante	noun
vigilanter	vigilant	adjective
vigilantes	vigilante	noun
vigilantes'	vigilante	noun
vigilantest	vigilant	adjective
vigilantism	vigilantism	noun
vigilantism's	vigilantism	noun
vigils	vigil	noun
vigils'	vigil	noun
vignette	vignette	noun
vignette's	vignette	noun
vignettes	vignette	noun
vignettes'	vignette	noun
vigor	vigor	noun
vigor's	vigor	noun
vigorous	vigorous	adjective
vigorouser	vigorous	adjective
vigorousest	vigorous	adjective
vigour	vigour	noun
vigour's	vigour	noun
vii	vii	noun
vii's	vii	noun
viii	viii	noun
viii's	viii	noun
viiis	viii	noun
viiis'	viii	noun
viis	vii	noun
viis'	vii	noun
viking	viking	noun
viking's	viking	noun
vikings	viking	noun
vikings'	viking	noun
vile	vile	adjective
viler	vile	adjective
vilest	vile	adjective
villa	villa	noun
villa's	villa	noun
village	village	noun
village's	village	noun
villager	villager	noun
villager's	villager	noun
villagers	villager	noun
villagers'	villager	noun
villages	village	noun
villages'	village	noun
villain	villain	noun
villain's	villain	noun
villainies	villainy	noun
villainies'	villainy	noun
villainous	villainous	adjective
villainouser	villainous	adjective
villainousest	villainous	adjective
villains	villain	noun
villains'	villain	noun
villainy	villainy	noun
villainy's	villainy	noun
villas	villa	noun
villas'	villa	noun
vim	vim	noun
vim's	vim	noun
vindicate	vindicate	verb
vindicated	vindicate	verb
vindicated	vindicated	adjective
vindicateder	vindicated	adjective
vindicatedest	vindicated	adjective
vindicates	vindicate	verb
vindicating	vindicate	verb
vindication	vindication	noun
vindication's	vindication	noun
vindicator	vindicator	noun
vindicator's	vindicator	noun
vindicators	vindicator	noun
vindicators'	vindicator	noun
vindictive	vindictive	adjective
vindictiver	vindictive	adjective
vindictivest	vindictive	adjective
vine	vine	noun
vine's	vine	noun
vinegar	vinegar	noun
vinegar's	vinegar	noun
vinegars	vinegar	noun
vinegars'	vinegar	noun
vines	vine	noun
vines'	vine	noun
vineyard	vineyard	noun
vineyard's	vineyard	noun
vineyards	vineyard	noun
vineyards'	vineyard	noun
vino	vino	noun
vino's	vino	noun
vinos	vino	noun
vinos'	vino	noun
vintage	vintage	noun
vintage's	vintage	noun
vintages	vintage	noun
vintages'	vintage	noun
